Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"It's clear Ukraine has 100% of its troops committed, while Russia has a much smaller pct of its total forces committed. Nowhere have Ukrainian forces pushed Russian forces back to the border. Ukraine will lose. When, and how many Ukrainians have to die, are the only questions.",Russia,FAVOR,Ukraine,AGAINST,Train
"Unfortunately it's one of the most homophobic countries in Europe - only Russia, Turkey, Belarus, Romania, Albania Ukraine, Poland and Hungary have a worse reputation.",Russia,AGAINST,Ukraine,AGAINST,Train
"This Stupid Quasi-Civil War Will end up in Nuclear War. NATO countries Will cease to exist because of Ukraine that, like Helen of Troy, after the War Will Remarry her True Master, Russia. Mark My Words",Russia,FAVOR,Ukraine,AGAINST,Train
Ukraine is a part of Russia tho,Russia,FAVOR,Ukraine,AGAINST,Train
"Then why did Russia recognize Ukraine within its present borders in 1991 and again, providing security guarantees in 1994 in exchange for Ukraine giving up nukes and strategic bombers? Away Kremlin troll.",Russia,AGAINST,Ukraine,FAVOR,Train
"Russia took the gloves off a long, long, long time ago. Ukraine will continue to routinely hit Moscow.",Russia,AGAINST,Ukraine,FAVOR,Train
"Maybe Russia wanted to buy time, meaning they thought they would be flanked through the river. Maybe they saw the plant being lost and decided for a scorched earth strategy, damaging the morale of Ukraine. I really cannot know. They hit civilian targets for no military purpose.",Russia,AGAINST,Ukraine,FAVOR,Train
"group to Belarus, which can assault Ukraine's northern border. Moreover, Russia plans release radiation at Zaporizhzhia nuclear plant, Europe's largest atomic station. Ukraine and the world need to be prepared and united for the worst scenario (WaPo, POLITICO).",Russia,AGAINST,Ukraine,FAVOR,Train
"Everyone knows, this is just the first stage of WW III. China, N Korea and Iran are supplying weapons to Russia. Putin always says he is at war with the west. Ukraine is a stepping stone to him. look at the currency war as well. BRIC countries are growing.",Russia,NONE,Ukraine,NONE,Train
The current administration could do what Ukraine is doing and just ban all elections until Ukraine wins their war against Russia.,Russia,NONE,Ukraine,NONE,Train
With no urge to end the war in sight. Its hard to end a war when your allies send more money for oil into Russia then they give Ukraine in support,Russia,NONE,Ukraine,NONE,Train
"For shame, Cuba! I have been to your country 15 times, but will not go anymore until you stop supporting RuZZia's illegal war on Ukraine.",Russia,AGAINST,Ukraine,FAVOR,Train
"S.c. ""DPR"" and ""LPR"" are nothing but gangster enclaves, deliberately created by Russia, and ruled by it, on the territory of a neighboring independent state, which is Ukraine. Now a question for you: do you justify the war unleashed by Russia in 24/2/22? Yes, or no?",Russia,AGAINST,Ukraine,FAVOR,Train
The agreement Ukraine signed with Antony Blinken on 11/10/21 to start war with Russia. A war Russia knew the US was goading them into by making massive weapons drops in countries bordering Russia. That Russia asked them repeatedly to stop. Biden gave them the middle finger. ,Russia,FAVOR,Ukraine,NONE,Train
From the very beginning of Ukraine conflict Macgregor has warned that Ukraine would not defeat Russia. He soon went the way of Tucker on Fox. Glad he has his voice back on Twitter.,Russia,AGAINST,Ukraine,FAVOR,Train
"JFK would be very proud! Liz Cheney will get the last laugh! Mark my word! President Zelenskyy makes Trump look like a Deserter for valiantly and courageously standing up to Putin! Trump kissed Putin's behind, Ukraine exposed Russia's weak and chicken sh*t Army! Both deserving!!",Russia,AGAINST,Ukraine,FAVOR,Train
"No way russia can luz this war, and you better pray it doesn't, that's what you don't seem to understand. All you need is to look at its history from napoleon to ww2, meanwhile to the west ukraine is expendable. Either way ukraine will be the victims we shall revisitI'm out",Russia,FAVOR,Ukraine,AGAINST,Train
"350,000 #Ukrainians slaughtered in the last year! More than U.S. lost in all of WW2. All because of U.S. refusal to have peace agreements requested by #Russia. Stop backing Ukraine so that those people can survive.",Russia,AGAINST,Ukraine,AGAINST,Train
You don't understand Orthodox Christianity and it's role in modern Russia and Ukraine ¡ª and the fact that the Russian Federation actually espouses freedom of religion. Put down the phone and start learning.,Russia,NONE,Ukraine,NONE,Train
So Ukraine were setting off bombs in Russia.,Russia,NONE,Ukraine,NONE,Train
"I am a Vietnam veteran and I totally disagree with you. What Zelensky is saying is that if Ukraine loses, then Russia may decide to go after a NATO country. That's when America will have boots on the ground.",Russia,AGAINST,Ukraine,FAVOR,Train
bakhmut was a russian meat grinder russia lost way more troops there than ukraine. 20k wagnerites alone.,Russia,AGAINST,Ukraine,FAVOR,Train
"3/ The Russian Federation was the successor state to the Soviet Union. Russia repeatedly told the US and NATO, Russia would go to war to prevent Ukraine from becoming part of NATO. The US and NATO ignored the warnings and pursued the objective. The end result? War.",Russia,FAVOR,Ukraine,AGAINST,Train
Ukraine DID NOT invade their own city. Russian saboteurs and cronies tried to seize the Ukraine city. The vast majority of Ukraine support the Maiden and the flight to Russia of the dictator who had protestors shot and killed.,Russia,AGAINST,Ukraine,FAVOR,Train
"This is my prediction timeline- 2023-Huge increase in censorship;ordo ab chaos;prices going up;russia vs ukraine situation escalate.This year is mostly to put the fear of climate change-more fires,chemtrails,... but nothing to special. I will continue <2",Russia,NONE,Ukraine,NONE,Train
Seek treatment for your addiction to conspiracy theories. Neither Russia or the Ukraine would benefit from the long term radiation poisoning by blowing up a nuclear plant. Although poisoning Ukraine would help Russia in the short term.,Russia,NONE,Ukraine,NONE,Train
No im not i want Russia to leave Ukraine so we don't have to worry about the threat of nuclear war. I don't care about anything else apart of it besides Ukraine being free to make their decisions. You seem to be the war monger wanting Russia to decide what they should do,Russia,FAVOR,Ukraine,AGAINST,Train
"#Israel is acting like Russia. Tanks, drones, soldiers killing civilians. And #Palestine can only respond like Ukraine. But where is the international help? This is disgraceful. Israel to The Hague.",Russia,AGAINST,Ukraine,FAVOR,Train
Russia controlled Nova. They blew that up like they blew up the Nord Stream. Ukraine wasn't producing food or keeping its population in the country long before this war. Funny how ppl produce these arguments but when the gov't stopped subsidizing gas/energy it was crickets.,Russia,NONE,Ukraine,AGAINST,Train
"The number of emigrants to other countries since just before Putin's aggression war was 3.8million from Jan. to Mar.¡®22.The number of Ukrainians forcibly taken from Ukraine to Russia was1,208,225 (Jun.'22).The war criminal Putin's deed is a devilish population compensation plan",Russia,AGAINST,Ukraine,FAVOR,Train
"I don't listen or follow nearly that much, but what I have outlined is more than just speculation. Ukraine/NATO already proved they will harm their allies to blame russia: 1 glaring example is the Russia to Germany pipeline that got blown up. Hurts EU more than RU",Russia,FAVOR,Ukraine,AGAINST,Train
"Then Ukraine will not have a victory at all, even if there is, then Russia only needs to use nuclear weapons to win and all of Ukraine will be reduced to ashes in the blink of an eye.",Russia,FAVOR,Ukraine,AGAINST,Train
"Didn't think of that. Never saw Hunter hang with Joe, out in the open so much. Or maybe it could be that, Hunter wants to let the CCP, Ukraine, Russia and the other countries, know that access to Joe is still there.",Russia,NONE,Ukraine,NONE,Train
It's not an opinion. Show me a where in international law that a bridge is stated as not a valid target. If you want I can show you both russia and ukraine targeting bridges. This shouldn't be contentious. It's been happening for the whole war.,Russia,NONE,Ukraine,NONE,Train
"It's actually pretty maddening how quick journalists are to say ""Ukraine has done this"" but don't like to place blame on Russia for anything they do, even with overwhelming evidence. Funny that.",Russia,AGAINST,Ukraine,FAVOR,Train
It's clearly the tactic of choice to draw out artillery and use their superior accuracy with himars and excalibur to take out Russian artillery. Without that Russia is the Afghan army.,Russia,AGAINST,Ukraine,FAVOR,Train
"Russia left Kiev, not Ukraine. If NATO hadn't got involved the war would have been over after the peace deal was signed, but Ukraine threw that in the trash.",Russia,FAVOR,Ukraine,AGAINST,Train
Russia wants a direct confrontation with NATO. Leave Ukraine immediately.,Russia,AGAINST,Ukraine,FAVOR,Train
"Completely obliterating Ukraine would have involved entirely different ROE. Reference NATO ROE for comparison. The West is there to weaken Russia and evaluate their doctrine in practice, please don't be naive.",Russia,NONE,Ukraine,NONE,Train
"180,000 Invaders in Ukraine, who's protecting Russia? How many of the 180,000 are trained, well equipped, and experienced; and how many are just fillers for body bags?",Russia,AGAINST,Ukraine,FAVOR,Train
"Oh so Russia didn't illegally start a genocidal war against Ukraine in 2014? Your ideology is crazy Bolshevism, % not based. You are a Russian propaganda spreading machine. NOT conservative, NOT Republican, NOT reasoned, and in some freakish alternate reality.",Russia,AGAINST,Ukraine,FAVOR,Train
"Lol, okay, so? Good. Ukraine can get all thw help it can get. If the CIA want to help fuck Russia, then great!",Russia,AGAINST,Ukraine,FAVOR,Train
"USA and NATO funding it, plus it's Zionist for what's happening including the Nazi in Ukraine. Plus children trafficking hiding it. They the bad ones and wanted the war against Russia.",Russia,NONE,Ukraine,AGAINST,Train
The easiest way to remove the possibility of an incident is for Russia to remove their soldiers from Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
"Maybe if the Nazi Zelenskyy hadn't killed Russian speaking people in eastern Ukraine, Russia wouldn't have invaded. As for the bots, Russia spent approximately 100, 000 dollars in the 2016 campaign. And the only election actually stolen,",Russia,FAVOR,Ukraine,AGAINST,Train
Only difference is trump never sold out to China Ukraine iran and Russia.,Russia,NONE,Ukraine,NONE,Train
That dude is such a joke. And just another dnc paid wannabe influencer. Other then that it's amazing how for these leftists climb out on the hypocritical branch with their rants. The whole Russia gate/Ukraine vs Biden bribe shows that.,Russia,AGAINST,Ukraine,AGAINST,Train
ukraine is the biggest country in europe after russia? they had the biggest equipment stockpile in europe after russia they basically use the same equipment apart from minor upgrades the Ukranians got NATO support on day -1 not really a easy target,Russia,NONE,Ukraine,NONE,Train
"You are correct Russia at the moment, they do not plan to use any nuclear weapons, the warmongering war hawks know it is time for them to give up on Ukraine. More climbing will not be good for the west",Russia,NONE,Ukraine,NONE,Train
Please tell me what the Ukraine war has to do with an energy independent country like Australia? We have our own coal and Power stations. Stop shutting them down and the price problem is over. It has nothing to do with Russia or the Ukraine,Russia,NONE,Ukraine,NONE,Train
"Those words from a fellow with 20-20 hindsight through rose-coloured glasses. I'd finished reading Thomas Pynchon's 'Gravity's Rainbow', an incisive satire about war propaganda, a few months before Russia invaded Ukraine. There's a ripper yarn about official BS for war-waging.",Russia,AGAINST,Ukraine,FAVOR,Train
"Was Putin at any point a good president? Oh wait, sorry, Putin is a dictator, clear and cut. It's country rampant with corruption even now. Mutiny, genocide, aggression inscribed in its history books and present day, but it's ""Ukraine is the corrupt country"" not ""Russia is wrong""",Russia,AGAINST,Ukraine,AGAINST,Train
Hope russia has bought enough Carbon Credits to pay for all this carbon release they are responsible for!!!!,Russia,AGAINST,Ukraine,NONE,Train
"True. But I think the US and NATO jumping in saved the day for Ukraine. Russia's performance has been abysmal. But without the $100bn+ and free Intel from the US, this war would've been over last August.",Russia,AGAINST,Ukraine,NONE,Train
It must be driving you crazy that Russia is getting their ass kicked in by Ukraine,Russia,AGAINST,Ukraine,FAVOR,Train
"Speaking to reporters Wednesday, the president falsely claimed that Russia is at war with Iraq. Russia is at war with Ukraine.' ""We need a serious conversation about Joe Biden's brain""; you think? ",Russia,NONE,Ukraine,NONE,Train
"The west didn't care what Russia was doing till they started invading their neighbours. Nobody, wanted to invade them and not even Ukraine is invading them. If they stay within their own borders they're quite safe. NATO is defensive not aggressive. Might collapse like USSR",Russia,AGAINST,Ukraine,FAVOR,Train
The info war against Russia will not stop with a Ukraine victory. Check history.,Russia,NONE,Ukraine,NONE,Train
Russia did not violently annex Crimea. Obama handed it to them. He did nothing. He violently invaded eastern Ukraine. I support assisting Ukraine restoring its borders there. PRC is waging war versus US right now. The government needs to marshal its resources on China.,Russia,AGAINST,Ukraine,FAVOR,Train
"Yeah, because the man who posted a meme which indicates that he clearly sides with Russia invading Ukraine, is really making solid points.",Russia,FAVOR,Ukraine,AGAINST,Train
"I guess that means the cooling ponds at Energodar are now fair game, and if Russia isn't competent enough to keep Ukraine out, they're going to drain them and set it on fire and then say ""Russia did it"".",Russia,NONE,Ukraine,NONE,Train
"Talks cheap - but Ukraine is beating R militarily - check Oryx for a visual list of almost 11000 pieces of major Russian equipment destroyed by UK. Snake Isl was recaptured, as was a large portion of captured land. Why are u complaining - oh yeah -you are in Russia's side.",Russia,AGAINST,Ukraine,FAVOR,Train
"That is Obama's fault and has nothing to do with the US. Zelenskyy needs to go back to acting. If Russia really wanted war, Ukraine would be gone in 15 minutes.",Russia,FAVOR,Ukraine,AGAINST,Train
"2/ The objective? With neo-Nazis as heroes, and hatred for all things Russian as a mantra, this would complete the long standing CIA mission which began after World War II f pulling Ukraine out of Russia's sphere of influence and into the North Atlantic alliance.",Russia,AGAINST,Ukraine,FAVOR,Train
"Deflection aside, that's the thing that bothers me so much about who blew the Dam...who did that really hurt the most: Ukraine because it slowed the counter offensive or Russia because it supplied most of the Crimea's water supply?",Russia,NONE,Ukraine,NONE,Train
"You are choosing a side tho aren't you? Yeah, Ukraine was just another corrupt country, that doesn't mean the 40 million living humans in the said country deserve the genocide, aggression, and blatant disregard towards their well beings. Russia is the aggressor here.",Russia,AGAINST,Ukraine,FAVOR,Train
"Its like saying ""russia should stop invading ukraine"" its an obvious goal, but gives no actual solution that would lead to that outcome, and could mean anything between military action and ceding land or nuking them.",Russia,AGAINST,Ukraine,FAVOR,Train
"I agree, something doesn't add up with it. Standing back and looking at it all, only one side really benefits and it's not Russia. Really, Russia could have probably ""iraqed "" Ukraine but they didn't. Sadly, it sounding like not if but when this event happens",Russia,FAVOR,Ukraine,AGAINST,Train
What do Russia and Ukraine have to do with Australia's power shambles. We produce enough power for the whole country. Shame on you Bowen. Stupid excuse after stupid excuse. You just want Australians to suffer and see the country become third world - we are on our way!,Russia,NONE,Ukraine,NONE,Train
Isn't cause of more land it's to combat child trafficking I'm not saying ally with putin for the us but it's awkward either you support Russia or end the conflict and don't support child trafficking or you support Ukraine but do support child trafficking,Russia,FAVOR,Ukraine,AGAINST,Train
"I don't know why the United States doesn't stop Russia's war against Ukraine, so that a lot of heat will not be released.",Russia,AGAINST,Ukraine,FAVOR,Train
#ukraine is terribly losing the war. Its boys are being killed so mercilessly and ruthlessly in the battle field by the Russians. In a long war of attrition #Russia would prevail no matter what. Time to accept the reality.,Russia,FAVOR,Ukraine,AGAINST,Train
Ukraine is Russia,Russia,FAVOR,Ukraine,AGAINST,Train
It's possible to dislike them all yet still understand Ukraine cannot fall to Russia. You'd do wise to pull your head out from your ass.,Russia,AGAINST,Ukraine,FAVOR,Train
Russia prevents UN access Ukaine war prisoners while Ukraine allows them. That's probably for a reason.,Russia,NONE,Ukraine,NONE,Train
I think this premise that Russia would never use nukes would go out the window the moment America/Ukraine throttled the ZNPP. Tactical nukes will come into play at that point.,Russia,NONE,Ukraine,NONE,Train
"What you are trying to say is that Putin and Russia are firm God believers, right? Their love, compassion, and goodwill are demonstrated in Ukraine right now.",Russia,AGAINST,Ukraine,FAVOR,Train
"If the people of Palestine who defend their land and their right are terrorists, and the Zionist entity built on a land that does not belong to it is a democratic country that preserves the human being, then Russia also has the full right to enter Ukraine.",Russia,FAVOR,Ukraine,AGAINST,Train
Russia never planned for a prolonged conflict. This fact alone creates many flaws in the post,Russia,AGAINST,Ukraine,NONE,Train
"WOW, compare that to the hundreds of Vatnik POWs. At least Ukraine treats POWs with care, unlike Russia that tortures and starves POWs",Russia,AGAINST,Ukraine,FAVOR,Train
"False and you know it Russia is whooping butt. Ukraine is loosing most weapons, vehicles, etc. Sent and has lost app. 250,000 persons between the two. We get our news from non liars and it is good!",Russia,FAVOR,Ukraine,AGAINST,Train
"I think Russia doesn't need any of this, Russia is sitting in the trenches watching the destruction of Ukrainian equipment and personnel, and there is no state of emergency that wants to take nuclear action against Ukraine or strike the American fleet in a conventional attack.",Russia,FAVOR,Ukraine,AGAINST,Train
Ukraine and Russia are both settlers in Crimea. The people with the best claim to indigeneity of the peninsula are Tatars and have been recognized as such internationally. Crimea is not Russia and Crimea is not Ukraine.,Russia,AGAINST,Ukraine,AGAINST,Train
Crimea and Donbas are Ukraine. These territories were occupied by russia since 2014. Now rushists want to occupy all of Ukraine.,Russia,NONE,Ukraine,NONE,Train
"So Russia would launch a nuclear attack but Russia can't do that. Got it. Ukraine (and its investors) blew up Nordstream, Kakhovka dam and plans to hit the Zaporizhzhia and again blame Russia. Russia doesn't benefit from any of these events.",Russia,FAVOR,Ukraine,AGAINST,Train
"Shouldn't the Israeli empire and the Russian one not be treated in the same way? Russia: Ukraine doesn't exist, it's run by terrorists. Israel: Palestine doesn't exist, it's run by terrorists.",Russia,AGAINST,Ukraine,AGAINST,Train
"And if Ukraine is planning a false flag? Christ. A shooting war between the US and Russia will quickly lead to cities being vaporized. Even a ""limited"" nuclear war will kill billions (mostly of starvation as the grid and trade collapse).",Russia,NONE,Ukraine,AGAINST,Train
"If Russia causes a nuclear accident....or uses a single nuke in Ukraine of any kind....Russian Military..Industrial, Leadership and Cities will be struck in retaliation.",Russia,AGAINST,Ukraine,FAVOR,Train
Kaliningrad is not Russia's anymore. That will be part of the repatriation to Ukraine...wait for it,Russia,AGAINST,Ukraine,FAVOR,Train
"Surprising that Russia is eager to continue it's failed war in Ukraine and exacerbate all the issues it has with economy, isolation and pending war crimes. BTW how about accountability for Moscow regime's crimes in #Donbas after the 2014 overthrow of our puppet Yanukovych?",Russia,AGAINST,Ukraine,FAVOR,Train
"Holy Quran Sura Wakia God from message, This Holy Quran don't tuch it without fresh clean body. This Quran protact only one God. So 1400 years ago world last Prophet Muhammed SW message universal truth Malhama war WW3 coming, its open Russia vs Ukraine war (Feb/022-July/023",Russia,NONE,Ukraine,NONE,Train
Russia will use this a opportunity to do same to Ukraine,Russia,NONE,Ukraine,NONE,Train
"Steps will be taken to hold Russia accountable for Ukraine, and then we will go back to 1991 and hold Russia accountable for Cold War 1948-1991. Retribution for Cold War was never canceled. It was only suspended on the condition that Russia will change and become a friend",Russia,AGAINST,Ukraine,FAVOR,Train
"As you pointed out, there's lots of Nazis in Ukraine.",Russia,NONE,Ukraine,AGAINST,Train
Finally this happened: Ukrainian army will use 24 Sweden 155mm Archer howitzers to destroy Russia #Canada #Kyiv #Ukraine #RussiaUkraineWar,Russia,AGAINST,Ukraine,FAVOR,Train
Ukraine keeps sending men to their deaths in a war they can't win. They chase ppl down & on the street & at their homes to fight a war that sends them to their deaths. Blinken and Ukraine signed a security agreement to start this war. This is on them. Not Russia.,Russia,FAVOR,Ukraine,AGAINST,Train
If you respect other countries you need to get out of Ukraine. Otherwise you may end up not being even a pole in the multipolar world.,Russia,AGAINST,Ukraine,FAVOR,Train
"Everybody wants peace Robert, but your way appeases the bully (Russia) and sacrifices the little guy (Ukraine). Ask Ukrainians how they feel about being sacrificed. Don't you agree with the motto ""Live Free or Die"" ?",Russia,AGAINST,Ukraine,FAVOR,Train
Is that why there spent billions of dollars to arm Ukraine instead of giving the equipment left in the middle east to Ukraine instead? I mean intelligence knew Russia was going to invade before Russia was going to,Russia,NONE,Ukraine,NONE,Train
blud has russia inaved ukraine on his profile and thinks we'll take him seriously lol,Russia,FAVOR,Ukraine,AGAINST,Train
"What coup? You call ""coup"" a popular revolt directed against a president that was trying to do the opposite of what he had promised during his campaign? Have you stopped for a second to think why countries that freed themselves from Russia look Westward? Ukraine is not a new case",Russia,AGAINST,Ukraine,FAVOR,Train
"It doesn't matter what you think, go and check for yourself. Russia is not forcefully conscripting anyone. Ukraine has been from the start - the media was silent on it. When Russia called up Reservists (volunteers by default) WEstern media tried to frame it as ""conscription bad""",Russia,FAVOR,Ukraine,AGAINST,Train
"Who said Russia was only in it for three days? It was people like you who predicted three days, not Putin. Did you not read the Intel leak? It clearly showed Ukraine is losing, and Russia has lost very little. You pretending that information is not out on the web.",Russia,FAVOR,Ukraine,AGAINST,Train
"What the fuck has Russia and Ukraine got to do with energy prices in my household. The energy price are dictated to us from liying, thieving corporations back by whatever government they have bought and paid for.",Russia,NONE,Ukraine,NONE,Train
"The war already ended. Russia started to leave Ukraine in Mar 2022, 2 months after the war started when the two nations had a peace treaty brokered in Turkey. It was halted with pressure from the British PM. You can't have peace if powers are sabotaging it",Russia,NONE,Ukraine,NONE,Train
When did Ukraine invade Russia?,Russia,AGAINST,Ukraine,FAVOR,Train
The deal was made up in Putin's head as a coping mechanism for Russia's dire performance in Ukraine. Russia is humiliating itself on the world stage.,Russia,AGAINST,Ukraine,FAVOR,Train
"If a nuclear plant is blown up in Ukraine, just know it was most likely our own government and Ukraine working together who did it in order to blame Russia and continue this pointless war. Just wait and see",Russia,FAVOR,Ukraine,AGAINST,Train
"The war already ended. Russia started to leave Ukraine in Mar 2022, 2 months after the war started when the two nations had a peace treaty brokered in Turkey. It was halted with pressure from the British PM. You can't have peace if powers are sabotaging it",Russia,NONE,Ukraine,NONE,Train
"Its ukraine, not nato. Russia have bombed ukraine for years, they just returning the favor",Russia,FAVOR,Ukraine,AGAINST,Train
"Luhansk could not declare itself an independent state any more than Idaho can. It is part of Ukraine. Russia doesn't get to come in and say, ""Let's all vote. We'll protect you. Just declare yourself independent."" Russia did the same thing in Kherson in 2022. Forced elections.",Russia,AGAINST,Ukraine,FAVOR,Train
It is truly sick that Russia can invade & occupy 20% of Ukraine and annex it into the Russian Federation while contrarian counter-culture idiots blame the US and its Wesetrn allies for having the audacity to arm Ukraine so it can defend itself. Russian apologists are a funny lot,Russia,AGAINST,Ukraine,FAVOR,Train
Interesting that Russia and Ukraine had a peace deal that was agreed upon¡­and then Biden and NATO stepped in¡­which is why this lady can continue to take photographs. These virtue signalling propagandists disgust me. Want the war to stop¡­then stop accepting Western war supplie,Russia,NONE,Ukraine,NONE,Train
"It's really bad both for Russia and Ukraine, both were ally states within one government soviet union, which was destroyed with the efforts of western govs, then they put efforts to start a war between 2 ex ally states.",Russia,NONE,Ukraine,NONE,Train
You're a tool! This is a U.S. provoked war with Ukraine being used as proxy in a fight against Russia which has been in the works for years!,Russia,NONE,Ukraine,NONE,Train
Between russia and ukraine? Definitely russia. Unless ukraine already joined NATO.,Russia,NONE,Ukraine,NONE,Train
"""must end now"" is just catchy hyperbole. Russia started to leave Ukraine in Mar 2022, 2 months after ther war started when the two nations had a peace treaty brokered in Turkey. It was halted with pressure from the British PM. You can't have peace if powers are sabotaging it",Russia,NONE,Ukraine,NONE,Train
"You undermine your argument with a ""if you're not with us you're against us comrade"" simplification. The world is more complex than that. The truth is that Ukraine is the most corrupt country in the world, Russia should never have invaded, & the US/UK/NATO should not be involved.",Russia,FAVOR,Ukraine,AGAINST,Train
"Send Lindseys children, grandchildren as the first as boots on the ground at the frontlines of Ukraine against Russia...go ahead big mouth send your children",Russia,NONE,Ukraine,NONE,Train
"The US didn't want the Commonwealth divided Russia into several countries, so the idea was to keep the siloviki regime alive but avoid the collapse of the Russian Federation and force Ukraine to accept early peace. This leads to a tense settlement without restoring peace.",Russia,NONE,Ukraine,NONE,Train
"Did you deep throat Littlepecker's previous brilliant claims like ""Kherson is Russia forever"" and ""Ukraine won't last the winter"" too?",Russia,AGAINST,Ukraine,FAVOR,Train
The u s. Did target bridges in Iraq. They are actually valid targets. Feel free to dispute that in Geneva though. Also both russia and ukraine have targeted bridges.l perfectly fine. There is no proof that the u.s. destroyed nord stream and nothing to really gain from it.,Russia,NONE,Ukraine,NONE,Train
"For those who support Russia, as long as Ukraine does not attack, it is a win",Russia,AGAINST,Ukraine,FAVOR,Train
Ukraine will disappear - Russia wanted peace but was turned away...now the west and Ukraine have to face the music.,Russia,FAVOR,Ukraine,AGAINST,Train
I hope Russia wipes it's ass with Ukraine,Russia,AGAINST,Ukraine,FAVOR,Train
I knew it wouldn't be Russia invading Ukraine that starts WWIII.,Russia,FAVOR,Ukraine,AGAINST,Train
"No, no they ain't. Russia can't even take any solid ground in Ukraine never mind fight NATO in Europe.",Russia,AGAINST,Ukraine,FAVOR,Train
So you are admitting that Ukraine is breaking the Ottawa treaty? That is funny because Russia never signed that. Thank you for finally admitting we are funding war criminals. Game¡­.blouses¡­.,Russia,FAVOR,Ukraine,AGAINST,Train
Ukraine is the money laundering capital of the world!! I don't blame Russia for going in after Ukraine has been killing Russians and lobbing bombs over the border since 2014... this didn't just start! They've been fighting for almost a decade!!!,Russia,FAVOR,Ukraine,AGAINST,Train
"Let every loss of Russia be retribution for its evil, and let every occupier, every Russian murderer, all those responsible for this terror against Ukraine and Ukrainians know ¨C while they are still alive ¨C that justice wins. Ukraine will win!",Russia,AGAINST,Ukraine,FAVOR,Train
"It'll be up to Ukraine to decide how this ends. But, I hope that they'll be able to force Russia to disband its military outside of just a small border defense force. Much like the USA did to Japan at the of WWII.",Russia,AGAINST,Ukraine,FAVOR,Train
He talked about Russia and Ukraine twice when asked if energy prices are going to go up rather then down as they promised.,Russia,AGAINST,Ukraine,AGAINST,Train
"Ms. Semenik thinks Russia ""stole"" some artists from Ukraine. These artists didn't know they were Ukrainian.",Russia,AGAINST,Ukraine,FAVOR,Train
The trajectory of the war is in Russia's favor Ukraine is desperately trying to provoke escalation Without NATO boots on the grounds it's over for Zelensky,Russia,FAVOR,Ukraine,AGAINST,Train
"I hate to be like ""welp let Africans die"" but it seems a mistake to let Russia blackmail it's way back onto the system. The grain deal really doesn't benefit Europe or Ukraine as much as it does Africa and the Middle East. I would not do this.",Russia,AGAINST,Ukraine,NONE,Train
Ukraine cannot win this war. The world's only hope for this war to end is if Putin decides enough is enough and decides to withdraw along with certain concessions. Most likely with either a southern or eastern portion of Ukraine. Let's be realistic. Ukraine cannot defeat Russia.,Russia,FAVOR,Ukraine,AGAINST,Train
"And what is this ,,peace"" you are talking about? Why don't you say it out and loud what it is: blackmailing Ukraine and giving Russia what it wants.",Russia,AGAINST,Ukraine,FAVOR,Train
What happened in those places is that millions of people were killed for nothing and you never stood for them or even said a word. What is happening in Ukraine is a disgusting play where US feeding this blood bath weapons just to press russia. It is waaaay different.,Russia,AGAINST,Ukraine,FAVOR,Train
Russia and Ukraine have nothing to do with the cost of electricity generated and sold in Australia to Australians. How do citizens keep tolerating these people? Vote of no confidence is we overdue.,Russia,NONE,Ukraine,NONE,Train
"Ukraine is not doing any slaughtering. It is defending itself from brutal Russian invaders and occupiers. It is war-and unfortunately in war there is killing. It is Russia that invaded Ukraine, not vice versa. Please make a distinction between the criminal and the victim.",Russia,AGAINST,Ukraine,FAVOR,Train
"""not committing a crime in Russia, which is what matters"". He's committing crimes in Ukraine, participating in a horrendous invasion that has tortured and killed many. His grandkids would be fine without him. But he's happy to join an invasion and kill Ukrainian fathers.",Russia,AGAINST,Ukraine,FAVOR,Train
"Warning! This vessel may contain arms and may deliver those arms to russia, it is therefore a legitimate target for Ukraine to attack.",Russia,AGAINST,Ukraine,FAVOR,Train
"Ukraine's value was in being white people, not in the oppression or human rights violations from Russia. It wasn't about those violations either. Palestine is Ukraine x10 and it's getting worse, but it won't go viral. Companies won't boycott Israel, nor governments act.",Russia,NONE,Ukraine,NONE,Train
Russia has peace terms. They can leave the legal boundary of Ukraine and end the war tomorrow. Negotiating now just ensures Ukrainians are left behind under Russian rule,Russia,NONE,Ukraine,NONE,Train
"The hit-and-run war will not be won by Ukraine, nor will the European Union and its collaborators benefit from it, and Russia did not want to resolve this war.",Russia,NONE,Ukraine,AGAINST,Train
Peace would be good news if it fulfills the objectives of Russia's SMO. And that now includes FULL denazification including regime change in Kiev. And a guaranteed neutral state in western Ukraine. As well as freedom for central and eastern parts of Ukraine to reunify with Russia,Russia,NONE,Ukraine,NONE,Train
"If we had not gotten involved (by supporting Ukraine with both weapons and intelligence) it is very likely that Ukraine would have fallen to Russia. And, yes that is OUR business.",Russia,AGAINST,Ukraine,FAVOR,Train
"We could ask Russia and the Ukraine to knock if off for awhile, though. It would save money, if nothing else!",Russia,NONE,Ukraine,NONE,Train
Agree. Everyone around would know Ukraine did it. The only way i see it happening is if Ukraine was wise enough to mine it a year ago when they had control. If they mined it and inspectors nor russia found the mines then they can blow it and easily blame Russia. Otherwise nope.,Russia,FAVOR,Ukraine,AGAINST,Train
